DealNumber,ContractDate,InventoryType,VIN,VehicleMake,VehicleModel,VehicleModelYear,VehicleSalePrice,TotalGrossProfit,BackEndGrossProfit,FrontEndGrossProfit,ContractTerm,BuyerHomeAddressCity,BuyerHomeAddressState,BuyerHomeAddressPostalCode,Trade1_VIN,Trade1_Year,Trade1_Make,Trade1_Model,Trade2_VIN,Trade2_Year,Trade2_Make,Trade2_Model
10359,2011-03-24,N,JTHBK1EG7B2441371,Lexus,ES 350,2011,40342.0,2299.0,0.0,2299.0,1.0,South Bend,IN,466288153,1G4HP54K4Y4152001,2000.0,Buick,LeSabre,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10360,2011-03-24,U,JTHCK262772012509,Lexus,IS 250,2007,26250.0,3178.13,534.15,2643.98,60.0,Edwardsburg,MI,491128696,1HGCP26398A151397,2008.0,Honda,Accord,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10361,2011-03-24,U,3VWSW31C16M411041,Volkswagen,New Beetle,2006,11500.0,3690.0,0.0,3690.0,1.0,Springfield,OR,974771953,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10363,2011-03-25,U,5NMSH13EX7H071781,Hyundai,Santa Fe,2007,14983.0,2508.2,292.65,2215.55,60.0,North Liberty,IN,465549743,1C4GP64L8YB711107,2000.0,Chrysler,Town & Country,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10364,2011-03-25,U,1G6DM577240132191,Cadillac,CTS,2004,11496.0,2280.3,590.0,1690.3,48.0,South Bend,IN,466281813,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10369,2011-03-25,U,JTHBJ46G272128612,Lexus,ES 350,2007,23500.0,2130.21,0.0,2130.21,1.0,Saint Joseph,MI,490859431,1N4BA41E44C824410,2004.0,Nissan,Maxima,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10371,2011-03-25,N,2T2BK1BA1BC080783,Lexus,RX 350,2011,43000.0,1936.0,0.0,1936.0,1.0,New Buffalo,MI,491171368,1GNDT13S022198380,2002.0,Chevrolet,TrailBlazer,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10378,2011-03-26,U,JTHBJ46G592276045,Lexus,ES 350,2009,29183.0,2872.81,0.0,2872.81,1.0,Granger,IN,465306624,YV1KS9602V1108727,1997.0,Volvo,960,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10379,2011-03-28,U,2T2HK31U48C080075,Lexus,RX 350,2008,30900.0,2845.93,250.0,2595.93,60.0,South Bend,IN,466151320,1HGCG5645XA110550,1999.0,Honda,Accord,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10381,2011-04-28,N,JTJBC1BA9B2042263,Lexus,RX 450h,2011,54821.0,4344.0,0.0,4344.0,1.0,South Bend,IN,466173401,JTJHW31U460048790,2006.0,Lexus,RX 400h,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10390,2011-04-18,N,JTHCL5EF1B5010748,Lexus,LS 460,2011,71437.0,3650.0,0.0,3650.0,36.0,Mishawaka,IN,46544,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10393,2011-04-01,U,2GCEK13T151341866,Chevrolet,Silverado 1500,2005,21995.0,4449.22,363.63,4085.59,51.0,Nappanee,IN,465509340,1GCEC14W92Z330560,2002.0,Chevrolet,Silverado 1500,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10396,2011-03-31,N,JTHKD5BH2B2011441,Lexus,CT 200h,2011,32088.0,2444.0,400.0,2044.0,60.0,Elkhart,IN,465144307,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10397,2011-03-31,U,1N4BA41E46C838603,Nissan,Maxima,2006,13000.0,2329.24,0.0,2329.24,1.0,Byron Center,MI,493156931,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10399,2011-03-31,N,JTJBC1BA9B2040710,Lexus,RX 450h,2011,51847.0,1600.0,0.0,1600.0,1.0,Saint Joseph,MI,49085,JTJHW31U882047522,2008.0,Lexus,RX 400h,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10402,2011-03-31,N,JTHBK1EG6B2429213,Lexus,ES 350,2011,39327.0,1650.0,250.0,1400.0,60.0,Elkhart,IN,46514,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10403,2011-03-31,N,JTJBC1BA3B2418861,Lexus,RX 450h,2011,59445.0,3683.0,0.0,3683.0,1.0,Elkhart,IN,465164365,JTJHW31U882052350,2008.0,Lexus,RX 400h,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10404,2011-04-01,U,2T2HK31U78C074044,Lexus,RX 350,2008,32995.0,4404.68,633.22,3771.46,60.0,Elkhart,IN,46517,5N1ED28Y61C581645,2001.0,Nissan,Xterra,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10405,2011-04-11,U,JTJBT20X480164871,Lexus,GX 470,2008,41000.0,3354.04,404.58,2949.46,60.0,Goshen,IN,465285738,2T2HK31U77C030379,2007.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10407,2011-04-02,N,JTHKD5BH8B2006244,Lexus,CT 200h,2011,32088.0,1616.68,143.2,1473.48,24.0,Granger,IN,465306032,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10408,2011-04-02,U,1ZVFT84N875205758,Ford,Mustang,2007,12991.59,2864.16,0.0,2864.16,1.0,Mishawaka,IN,465455949,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10410,2011-04-02,U,1N4BA41E44C824410,Nissan,Maxima,2004,5700.0,1749.05,0.0,1749.05,1.0,Osceola,IN,465619548,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10412,2011-04-04,U,JTHCK262785018598,Lexus,IS 250,2008,27000.0,2441.27,150.0,2291.27,60.0,South Bend,IN,466289022,5N1ED28Y81C558514,2001.0,Nissan,Xterra,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10415,2011-04-11,N,JTHBK1EG5B2427789,Lexus,ES 350,2011,35885.78,2005.58,141.34,1864.24,36.0,Granger,IN,465307019,JTHBJ46G382233841,2008.0,Lexus,ES 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10417,2011-04-07,U,2T2HA31U64C039282,Lexus,RX 330,2004,19700.0,3311.13,0.0,3311.13,1.0,Osceola,IN,465619491,JT6HF10U7X0043682,1999.0,Lexus,RX 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10418,2011-04-09,N,2T2BK1BA2BC101026,Lexus,RX 350,2011,48885.0,4662.08,527.08,4135.0,60.0,South Haven,MI,490901691,2T2HK31U29C106609,2009.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10419,2011-04-08,U,1HGCG5645XA110550,Honda,Accord,1999,5425.0,2580.0,0.0,2580.0,1.0,Niles,MI,491207764,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10420,2011-04-09,U,JTJHW31U072018739,Lexus,RX 400h,2007,29376.73,5771.35,630.64,5140.71,72.0,Indianapolis,IN,462441010,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10421,2011-04-08,N,JTHBK1EG3B2433204,Lexus,ES 350,2011,42187.0,2628.0,0.0,2628.0,42.0,Middlebury,IN,465409653,JTHBJ46G892324833,2009.0,Lexus,ES 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10425,2011-04-09,N,JTJBK1BA4B2436594,Lexus,RX 350,2011,47453.0,2355.32,98.32,2257.0,60.0,Granger,IN,465306297,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10428,2011-04-09,U,JTJHA31U740055292,Lexus,RX 330,2004,18926.17,2311.87,0.0,2311.87,1.0,La Porte,IN,463501900,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10429,2011-04-14,N,2T2BK1BAXBC105826,Lexus,RX 350,2011,46897.69,3247.18,100.11,3147.07,36.0,Sawyer,MI,49125,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10436,2011-04-13,U,2G1FK1EJ2A9220901,Chevrolet,Camaro,2010,33700.0,4385.0,0.0,4385.0,1.0,Wakarusa,IN,465739522,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10440,2011-04-16,U,JTHBJ46G382233841,Lexus,ES 350,2008,26500.0,3868.35,150.0,3718.35,60.0,South Bend,IN,466289268,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10443,2011-04-18,N,2T2BK1BA2BC104203,Lexus,RX 350,2011,48296.0,3846.0,150.0,3696.0,60.0,Schererville,IN,463752656,2T2HK31U78C050729,2008.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10445,2011-04-15,N,JTHCL1EF6B5009197,Lexus,LS 460,2011,73439.0,4080.82,624.82,3456.0,36.0,Bonita Spgs,FL,341354011,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10446,2011-04-15,N,JTJBM7FX8B5025791,Lexus,GX 460,2011,56339.0,3904.0,0.0,3904.0,1.0,Granger,IN,465306922,1FMFU18L63LA92801,2003.0,Ford,Expedition,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10447,2011-04-21,U,1HGCP26398A151397,Honda,Accord,2008,16995.0,2706.29,194.58,2511.71,48.0,Mishawaka,IN,465449419,1FTZR45E83PA34496,2003.0,Ford,Ranger,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10450,2011-04-16,U,JTHBJ46G972130602,Lexus,ES 350,2007,23175.0,3046.85,497.95,2548.9,60.0,Maryville,TN,378032808,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10452,2011-04-19,U,JTHBN30FX20085205,Lexus,LS 430,2002,15195.0,2766.26,203.9,2562.36,48.0,Mishawaka,IN,465459332,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10453,2011-04-26,U,JTHFN45Y079015846,Lexus,SC 430,2007,40838.0,2925.57,369.68,2555.89,60.0,Niles,MI,491200104,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10454,2011-04-19,U,WAULT68E15A051917,Audi,A4,2005,14700.0,4224.24,256.56,3967.68,48.0,Cassopolis,MI,490319452,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10455,2011-04-19,U,JTJHW31U672015490,Lexus,RX 400h,2007,25000.0,4009.67,0.0,4009.67,1.0,Saint Joseph,MI,49085,JTJHT00W053550025,2005.0,Lexus,LX 470,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10458,2011-04-23,N,2T2BK1BA9BC103310,Lexus,RX 350,2011,42526.85,717.85,0.0,717.85,48.0,Mishawaka,IN,465454041,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10459,2011-04-20,N,JTHCF5C24B5049650,Lexus,IS 250,2011,40357.0,2325.85,58.85,2267.0,36.0,Granger,IN,465309109,3VWRM71K98M005644,2008.0,Volkswagen,Jetta,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10460,2011-04-20,U,JT8BH28F5X0157649,Lexus,LS 400,1999,9252.1,998.51,0.0,998.51,1.0,Michigan City,IN,463602605,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10462,2011-04-20,U,JT6HF10U7X0043682,Lexus,RX 300,1999,5000.0,2010.0,0.0,2010.0,1.0,Edwardsburg,MI,491129332,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10463,2011-04-21,U,2CTFLGEY7A6249434,GMC,Terrain,2010,28870.0,2760.63,0.0,2760.63,1.0,South Bend,IN,466199693,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10464,2011-04-28,N,JTHBK1EG5B2437481,Lexus,ES 350,2011,40578.0,3230.36,825.36,2405.0,36.0,Elkhart,IN,465146399,JTMBD31V166003794,2006.0,Toyota,RAV4,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10465,2011-04-25,N,2T2BK1BA5BC101845,Lexus,RX 350,2011,43350.0,2896.0,-45.0,2941.0,24.0,Mishawaka,IN,465449727,2T2HK31U98C072439,2008.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10466,2011-04-22,U,JTHBJ46G892324833,Lexus,ES 350,2009,32995.0,4420.08,0.0,4420.08,1.0,Hinsdale,IL,60521,JTJHW31U172030284,2007.0,Lexus,RX 400h,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10467,2011-04-22,U,2T2BK1BAXAC054973,Lexus,RX 350,2010,39001.17,1368.91,0.0,1368.91,1.0,Granger,IN,465306955,4M2DU86W32UJ16816,2002.0,Mercury,Mountaineer,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10473,2011-04-29,U,JTEES42A582023024,Toyota,Highlander,2008,28252.93,1474.53,500.0,974.53,60.0,Valparaiso,IN,463839187,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10486,2011-04-27,U,5N1ED28Y61C581645,Nissan,Xterra,2001,6448.36,3008.36,0.0,3008.36,1.0,Elkhart,IN,465165878,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10489,2011-04-28,U,JTJHW31U172030284,Lexus,RX 400h,2007,15000.0,4685.0,0.0,4685.0,1.0,Brooklyn,NY,112295119,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10490,2011-04-28,U,JTHBJ46G172042921,Lexus,ES 350,2007,22900.0,3323.25,150.0,3173.25,60.0,Elkhart,IN,465144508,JT8BF28G7Y5079149,2000.0,Lexus,ES 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10491,2011-04-28,U,JTJHT00W053550025,Lexus,LX 470,2005,28500.0,5786.73,0.0,5786.73,1.0,Chicago,IL,606342103,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10492,2011-04-29,U,2T2HK31U18C077490,Lexus,RX 350,2008,31500.0,4077.73,150.0,3927.73,60.0,Constantine,MI,490429613,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10500,2011-04-30,N,2T2BK1BA7BC106156,Lexus,RX 350,2011,46432.0,3221.86,497.86,2724.0,48.0,Middlebury,IN,465408675,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10501,2011-04-29,U,2T2HK31U29C098690,Lexus,RX 350,2009,32995.0,4213.72,0.0,4213.72,1.0,Nappanee,IN,465501194,KM8JN72D75U119366,2005.0,Hyundai,Tucson,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10502,2011-04-30,U,2T2HA31U25C043606,Lexus,RX 330,2005,21995.0,1477.66,280.32,1197.34,48.0,Elkhart,IN,465168987,WDBRF61J22F253867,2002.0,Mercedes-Benz,C240,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10506,2011-04-30,U,WDBNG75J51A173941,Mercedes-Benz,S500,2001,10813.0,2938.75,0.0,2938.75,1.0,Elkhart,IN,465164469,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10507,2011-04-30,N,2T2BK1BAXBC088770,Lexus,RX 350,2011,46707.0,2125.45,421.46,1703.99,36.0,Bonita Spgs,FL,341358639,JTJJM7FX7B5022621,2011.0,Lexus,GX 460,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10508,2011-04-30,N,JTJBC1BA8B2419522,Lexus,RX 450h,2011,53038.88,2186.88,0.0,2186.88,36.0,Granger,IN,465307015,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10510,2011-04-30,U,JTJHA31U740046155,Lexus,RX 330,2004,18995.0,2298.07,0.0,2298.07,1.0,Elkhart,IN,465162242,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10513,2011-04-30,N,2T2BK1BA0BC098871,Lexus,RX 350,2011,46199.16,2907.73,490.58,2417.15,48.0,Saint Joseph,MI,490852952,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10514,2011-04-30,N,2T2BK1BA8BC102360,Lexus,RX 350,2011,43098.17,2869.82,180.65,2689.17,36.0,South Bend,IN,466351766,2T2HK31U39C118851,2009.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10517,2011-05-03,U,JTHBL46F185057517,Lexus,LS 460,2008,33000.0,4417.11,0.0,4417.11,1.0,Plano,TX,750741307,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10519,2011-05-04,N,JTJHY7AX6B4067520,Lexus,LX 570,2011,76500.0,4450.89,1134.89,3316.0,60.0,Buffalo,NY,142283735,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10522,2011-05-06,U,JTJHW31U882052350,Lexus,RX 400h,2008,32000.0,3679.82,250.0,3429.82,60.0,Mishawaka,IN,465442904,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10524,2011-05-07,U,YV1KS9602V1108727,Volvo,960,1997,4600.0,3160.0,0.0,3160.0,1.0,South Bend,IN,466171349,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10526,2011-05-23,N,JTJBK1BA2B2014243,Lexus,RX 350,2011,44982.17,1685.17,0.0,1685.17,48.0,Granger,IN,465309378,2T2HK31U68C087576,2008.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10527,2011-05-09,U,2T2HK31U08C049602,Lexus,RX 350,2008,30633.0,4722.96,0.0,4722.96,1.0,Granger,IN,465306276,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10529,2011-05-09,U,4M2DU86W32UJ16816,Mercury,Mountaineer,2002,6800.0,3485.0,0.0,3485.0,1.0,South Bend,IN,466132921,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10530,2011-05-09,U,JTHBL46F285062287,Lexus,LS 460,2008,45000.0,6804.75,0.0,6804.75,60.0,Mishawaka,IN,465458905,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10533,2011-05-10,U,JTJJM7FX7B5022621,Lexus,GX 460,2011,57875.0,5271.0,0.0,5271.0,1.0,South Bend,IN,46634,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10535,2011-05-18,N,2T2BK1BA4BC112805,Lexus,RX 350,2011,45499.15,1933.26,505.11,1428.15,48.0,South Bend,IN,466142472,2T2HK31U28C093374,2008.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10541,2011-05-19,N,JTHCL5EF8B5010908,Lexus,LS 460,2011,71900.0,3474.99,0.0,3474.99,1.0,Granger,IN,465309724,JTHBL46F685060025,2008.0,Lexus,LS 460,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10542,2011-05-12,N,2T2BK1BA0BC111991,Lexus,RX 350,2011,50752.8,2779.2,60.57,2718.63,60.0,South Haven,MI,490901691,WP0AA2A93AS706380,2010.0,Porsche,911,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10543,2011-05-12,U,JTHBJ46G482224243,Lexus,ES 350,2008,30995.0,2889.24,0.0,2889.24,1.0,Cassopolis,MI,490319724,1G6KD54Y13U112185,2003.0,Cadillac,DeVille,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10548,2011-05-12,U,WDBRF61J22F253867,Mercedes-Benz,C240,2002,10000.0,2846.59,0.0,2846.59,1.0,South Bend,IN,466145839,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10549,2011-05-13,U,1G6EL12Y41B100746,Cadillac,Eldorado,2001,6000.0,1964.53,0.0,1964.53,1.0,South Bend,IN,466145839,1GHDX03EXYD279783,2000.0,Oldsmobile,Silhouette,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10551,2011-05-14,U,1J4GL48K12W319114,Jeep,Liberty,2002,9284.11,2372.76,0.0,2372.76,1.0,Mishawaka,IN,465443930,3VWSE69M33M053602,2003.0,Volkswagen,Jetta,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10552,2011-05-13,U,JTHBJ46G082215118,Lexus,ES 350,2008,29995.0,3070.67,150.0,2920.67,60.0,South Bend,IN,466145831,JT8BD69S450206643,2005.0,Lexus,GS 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10553,2011-05-13,N,2T2BK1BA3BC107126,Lexus,RX 350,2011,46512.0,3192.33,388.33,2804.0,36.0,Elkhart,IN,465168964,2T2HK31U68C072267,2008.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10557,2011-05-13,U,YV4CM982471399718,Volvo,XC90,2007,19518.0,2105.34,421.04,1684.3,60.0,South Bend,IN,466373141,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10559,2011-05-14,N,2T2BK1BA6BC097921,Lexus,RX 350,2011,42000.0,1804.81,245.82,1558.99,60.0,South Bend,IN,466289007,JN8AS58V98W403614,2008.0,Nissan,Rogue,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10560,2011-05-14,U,5N1ED28Y81C558514,Nissan,Xterra,2001,8000.0,2484.23,0.0,2484.23,1.0,Cromwell,IN,467321128,1G8MG35X08Y115208,2008.0,Saturn,Sky,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10561,2011-05-14,U,1GNDT13S022198380,Chevrolet,TrailBlazer,2002,9500.0,2181.37,0.0,2181.37,1.0,South Bend,IN,466149255,1G8MG35X08Y115208,2008.0,Saturn,Sky,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10563,2011-05-21,U,JTHCK262282022608,Lexus,IS 250,2008,28500.0,1497.81,150.0,1347.81,60.0,South Bend,IN,466351067,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10564,2011-05-14,U,1G6DW67V980185412,Cadillac,STS,2008,24000.0,3362.55,0.0,3362.55,1.0,South Bend,IN,466373407,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10566,2011-05-16,U,JTHCK262782027576,Lexus,IS 250,2008,27995.0,4409.74,150.0,4259.74,48.0,Granger,IN,465304236,1HGCM66545A052886,2005.0,Honda,Accord,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10567,2011-05-27,N,JTHKD5BH6B2022264,Lexus,CT 200h,2011,32088.0,2148.0,0.0,2148.0,1.0,Valparaiso,IN,463838905,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10569,2011-05-16,U,2T2HK31U89C103343,Lexus,RX 350,2009,34560.0,3026.67,250.0,2776.67,60.0,Cassopolis,MI,490319603,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10577,2011-05-19,N,2T2BK1BA4BC111587,Lexus,RX 350,2011,42545.54,2340.43,214.89,2125.54,48.0,La Porte,IN,463507248,JT6HF10U6X0075264,1999.0,Lexus,RX 300,Not Applicable,Not Applicable,Not Applicable,Not Applicable
10578,2011-05-31,N,2T2BK1BA0BC108962,Lexus,RX 350,2011,45507.34,4830.56,381.22,4449.34,36.0,New Carlisle,IN,46552,2T2HK31U39C130479,2009.0,Lexus,RX 350,Not Applicable,Not Applicable,Not Applicable,Not Applicable
